x1,x2,x3,x4,u
0.0,0.0,0.0,0.0,8.72068451861298
0.0,0.0,0.012586554975317701,-0.023375030668447153,6.424393139191981
0.00012586554975317702,-0.00023375030668447154,0.021850792881707836,-0.0405733653429807,4.728231450136049
0.0003443734785702554,-0.0006394839601142785,0.02865103109523133,-0.053186249878722426,3.4785628586151973
0.0006308837895225687,-0.0011713464589015027,0.03362592781856786,-0.062397735063069115,2.561044940683758
0.0009671430677082473,-0.001795323809532194,0.03725065695161657,-0.06908881087978584,1.8905803702860926
0.001339649637224413,-0.0024862119183300525,0.03987871712042453,-0.07391491032599584,1.4038381243989098
0.0017384368084286583,-0.003225361021590011,0.04177304875656191,-0.0773635925952555,1.053687458580919
0.0021561672959942773,-0.003998996947542566,0.04312919382100284,-0.07979747502408975,0.8050553349125343
0.0025874592342043055,-0.0047969716977834635,0.04409253330090201,-0.08148618663761623,0.6318431923786038
0.0030283845672133256,-0.005611833564159625,0.04477111700968031,-0.08263015098721802,0.5146321181273271
0.003476095737310129,-0.006438135074031805,0.04524521281952467,-0.08337828774787476,0.43897479668874995
0.003928547865505376,-0.007271917951510553,0.04557441417855517,-0.0838411881018676,0.3941241894388679
0.004384292007290928,-0.008110329832529229,0.045802930241212174,-0.08410092124082084,0.3720872729699921
0.00484232130970305,-0.008951339044937438,0.04596352329186391,-0.08421833336350389,0.3669207227225208
0.005301956542621689,-0.009793522378572478,0.046080439324861826,-0.08423848029157133,0.37420668095298404
0.005762760935870307,-0.01063590718148819,0.046171589212288235,-0.0841946708986877,0.3906625653832645
0.006224476827993189,-0.011477853890475068,0.046250172071075485,-0.08411147653990125,0.4138506473484315
0.006686978548703944,-0.01231896865587408,0.046325883450851695,-0.08400697085617272,0.44196189054322177
0.007150237383212461,-0.013159038364435808,0.04640581449924494,-0.08389439673567427,0.47365506338921576
0.0076142955282049105,-0.01399798233179255,0.04649512111971027,-0.08378340690180097,0.5079369924838146
0.008079246739402014,-0.01483581640081056,0.04659752193455089,-0.08368098714918225,0.5440734379108448
0.008545221958747523,-0.015672626272302384,0.0467156688285394,-0.08359214337468301,0.5815227606985263
0.009012378647032917,-0.016508547706049214,0.04685142265585848,-0.08352041280261929,0.6198865546058538
0.0094808928735915,-0.017343751834075407,0.04700605836206929,-0.08346824436023366,0.6588729044841254
0.009950953457212194,-0.018178434277677742,0.047180417571843825,-0.08343728166469394,0.6982690425638851
0.010422757632930633,-0.019012807094324683,0.04737502207769578,-0.08342857352705468,0.7379209995468993
0.01089650785370759,-0.01984709282959523,0.047590158229550615,-0.08344273051035589,0.7777184618436361
0.011372409436003096,-0.02068152013469879,0.04782593966799214,-0.0834800413390413,0.8175835036502045
0.011850668832683018,-0.0215163205480892,0.048082353940824336,-0.08354055942885245,0.8574622029720799
0.012331492372091262,-0.022351726142377727,0.04835929712602668,-0.08362416718041907,0.897318404077178
0.012815085343351528,-0.023187967814181917,0.048656599529835816,-0.0837306237252784,0.9371290774473636
0.013301651338649887,-0.0240252740514347,0.048974044743938336,-0.08385960035832964,0.9768808686643491
0.01379139178608927,-0.024863870055017997,0.04931138376167608,-0.08401070680798364,1.0165675321410426
0.01428450562370603,-0.025703977123097833,0.04966834541843789,-0.08418351068938952,1.0561880233690215
0.01478118907789041,-0.02654581222999173,0.0500446440978483,-0.08437755188631113,1.0957450812296141
0.015281635518868892,-0.02738958774885484,0.05043998540454026,-0.08459235316079791,1.135244174993407
0.015786035372914294,-0.028235511280462817,0.05085407032505904,-0.08482742795752597,1.1746927226941868
0.016294576076164885,-0.029083785560038076,0.051286598265038646,-0.08508228612238265,1.2140995114270527
0.01680744205881527,-0.029934608421261902,0.05173726925150231,-0.08535643807080752,1.2534742678810906
0.017324814751330294,-0.030788172801969976,0.052205785515239245,-0.08564939780441053,1.2928273406364488
0.017846872606482687,-0.03164466678001408,0.05269185261320907,-0.085960685072429,1.3321694655942393
0.018373791132614777,-0.03250427363073837,0.053195180209989895,-0.08628982689870023,1.3715115932308277
0.018905742934714677,-0.03336717189972537,0.053715482606819825,-0.08663635863834815,1.4108647618182746
0.019442897760782875,-0.03423353548610885,0.05425247908410696,-0.08699982468634909,1.4502400048084836
0.019985422551623944,-0.03510353373297234,0.05480589410640667,-0.08737977892885562,1.4896482835992175
0.02053348149268801,-0.035977331522260896,0.05537545742630674,-0.08777578500487708,1.5291004391453662
0.02108723606695108,-0.03685508937230966,0.05596090411431269,-0.08818741642858542,1.5686071575527307
0.021646845108094205,-0.037736963536595516,0.05656197453487039,-0.08861425660962036,1.6081789460355302
0.022212464853442908,-0.03862310610269172,0.05717841428348616,-0.08905589879917061,1.6478261165454704
0.02278424899627777,-0.03951366509068343,0.057809974096052416,-0.08951194598246633,1.6875587750695369
0.023362348737238293,-0.040408784550508094,0.05845640973862037,-0.08998201073300269,1.72738681510691
0.023946912834624495,-0.04130860465783812,0.059117481883728465,-0.0904657150398606,1.7673199142174836
0.02453808765346178,-0.04221326180823673,0.059792955977808725,-0.09096269011654808,1.8073675328182992
0.025136017213239867,-0.04312288870940221,0.060482602103012324,-0.09147257619759662,1.8475389146157613
0.02574084323426999,-0.044037614471378175,0.061186194835917786,-0.09199502232751813,1.8878430882191528
0.02635270518262917,-0.044957564694653354,0.06190351310493209,-0.09252968614551692,1.9282888695982279
0.02697174031367849,-0.045882861556108524,0.06263434004771025,-0.09307623366845147,1.9688848651339
0.02759808371415559,-0.04681362389279304,0.06337846286955683,-0.09363433907386949,2.009639475077323
0.02823186834285116,-0.04774996728353174,0.06413567270350642,-0.09420368448444394,2.050560897279479
0.028873225069886224,-0.048692004128376175,0.06490576447257977,-0.0947839597547669,2.0916571310901406
0.029522282714612023,-0.049639843725923845,0.0656885367545651,-0.09537486226118404,2.1329359813519573
0.030179168082157672,-0.050593592348535686,0.06648379164956553,-0.09597609669515016,2.1744050624337468
0.030844005998653327,-0.05155335331548719,0.06729133465047073,-0.09658737486043281,2.216071802264595
0.03151691934515803,-0.05251922706409152,0.06811097451645354,-0.09720841547438357,2.257943446337699
0.032198029090322565,-0.05349131121883535,0.06894252314954545,-0.09783894397340925,2.3000270616649634
0.03288745432181802,-0.054469700658569445,0.06978579547431535,-0.09847869232272,2.342329540665635
0.033585312276561176,-0.05545448758179664,0.07064060932064938,-0.09912739883038137,2.3848576049800703
0.03429171836976767,-0.05644576157010046,0.07150678530961509,-0.09978480796567,2.42761780920031
0.035006786222863816,-0.05744360964975716,0.07238414674237863,-0.10045067018170481,2.4706165445136725
0.0357306276902876,-0.05844811635157421,0.07327251949213606,-0.10112474174231126,2.513860042255984
0.03646335288520896,-0.05945936376899732,0.07417173189901319,-0.10180678455306312,2.5573543773731537
